0,-0.000000000007158182081695589960951863608709084200207480218351445543794857663151903166675773,-0.0000000000071581820816955899609518636087090842002074802183514455437948576631519031762670043,-0.0000000000071581820816955899609518636087090842002074802183514455437948576631519031762673833,-0.0000000000071581820816955899609518636087090842002074802183514455437948576631519031761128565,-0.000039169960443423817301661585105300218619810271127615613774018173346966019456812938,-0.000039169960443423817301661585105300218619810271127615613774018173346966019457784335,-0.000039169960443423817301661585105300218619810271127615613774018173346966019460432059,-0.000039169960443423817301661585105300218619810271127615613774018173346966019461404691,-0.000012100895903756295677900482701124572853526300924208568019740894861321968994806845,-0.000012100895903756295677900482701124572853526300924208568019740894861321969053703684,-0.000012100895903756295677900482701124572853526300924208568019740894861321969051051004,-0.000012100895903756295677900482701124572853526300924208568019740894861321969051051397,0.0000032940359086225461192413667013947664458465794443482152235438414726880434816190109,0.0000032940359086225461192413667013947664458465794443482152235438414726880434816179504,0.0000032940359086225461192413667013947664458465794443482152235438414726880434816142891,0.0000032940359086225461192413667013947664458465794443482152235438414726880434825830949
10,-0.000000000005740627518918667044472675445446143127187831074730272369714523283926838386005059,-0.0000000000057406275189186670444726754454461431271878310747302723697145232839268383803958336,-0.000000000005740627518918667044472675445446143127187831074730272369714523283926838380395861,-0.0000000000057406275189186670444726754454461431271878310747302723697145232839268383775521536,-0.000029719394228821826131727760663280197247419909639318026610511320366738773634263936,-0.000029719394228821826131727760663280197247419909639318026610511320366738773652000097,-0.000029719394228821826131727760663280197247419909639318026610511320366738773650524272,-0.00002971939422882182613172776066328019724741990963931802661051132036673877366825867,-0.000014327633132963352599701163644461635276995926518854747066959829183675637068061407,-0.000014327633132963352599701163644461635276995926518854747066959829183675637015310573,-0.000014327633132963352599701163644461635276995926518854747066959829183675637016793026,-0.000014327633132963352599701163644461635276995926518854747066959829183675637016792279,0.0000041064490151039896946795115895410166712084700840418202165746390009723185791434592,0.0000041064490151039896946795115895410166712084700840418202165746390009723185791430687,0.0000041064490151039896946795115895410166712084700840418202165746390009723185791462971,0.0000041064490151039896946795115895410166712084700840418202165746390009723185968886139
20,-0.000000000004420005025126152534046257134815029383823392665231083203716835824718379949761872,-0.0000000000044200050251261525340462571348150293838233926652310832037168358247183799395460305,-0.0000000000044200050251261525340462571348150293838233926652310832037168358247183799395467172,-0.0000000000044200050251261525340462571348150293838233926652310832037168358247183799407880988,-0.000021834342929033238011207024076940178935829573364950613612216953311311992970414724,-0.000021834342929033238011207024076940178935829573364950613612216953311311992962666703,-0.000021834342929033238011207024076940178935829573364950613612216953311311992962111533,-0.000021834342929033238011207024076940178935829573364950613612216953311311992954362251,-0.000015704756303508017123787388267700561931527478149682804576255286813569221253974929,-0.000015704756303508017123787388267700561931527478149682804576255286813569221197952868,-0.000015704756303508017123787388267700561931527478149682804576255286813569221198496873,-0.000015704756303508017123787388267700561931527478149682804576255286813569221198497442,0.0000049742780022689023570417460986392486447016093052539887488833012175094606214719216,0.0000049742780022689023570417460986392486447016093052539887488833012175094606214715288,0.0000049742780022689023570417460986392486447016093052539887488833012175094606214638033,0.0000049742780022689023570417460986392486447016093052539887488833012175094606137149723
30,-0.0000000000031769777209983981542504143011707197519824105539086770415814315978507311121459306,-0.0000000000031769777209983981542504143011707197519824105539086770415814315978507311259227277,-0.0000000000031769777209983981542504143011707197519824105539086770415814315978507311259223184,-0.0000000000031769777209983981542504143011707197519824105539086770415814315978507311206736674,-0.000015794543575051687617967855224498932648319413283280883642327546765938851951323546,-0.000015794543575051687617967855224498932648319413283280883642327546765938851984072818,-0.000015794543575051687617967855224498932648319413283280883642327546765938852003175567,-0.000015794543575051687617967855224498932648319413283280883642327546765938852035923894,-0.000015986333074996347681390476597929882844584122357133352734703918734239296384733211,-0.000015986333074996347681390476597929882844584122357133352734703918734239296437981824,-0.000015986333074996347681390476597929882844584122357133352734703918734239296418910281,-0.000015986333074996347681390476597929882844584122357133352734703918734239296418908686,0.0000059747775229066696009512082026508632022763810119739241025838197572668471413824882,0.000005974777522906669600951208202650863202276381011973924102583819757266847141382688,0.0000059747775229066696009512082026508632022763810119739241025838197572668471413995682,0.0000059747775229066696009512082026508632022763810119739241025838197572668471741544918
40,-0.0000000000019522357080177149978540099404821408797953141654948174974950569931151948693171217,-0.0000000000019522357080177149978540099404821408797953141654948174974950569931151948681642128,-0.0000000000019522357080177149978540099404821408797953141654948174974950569931151948681698244,-0.000000000001952235708017714997854009940482140879795314165494817497495056993115194869193428,-0.000011462907557762872310651564616099830013916101735545316778068376254477882594623626,-0.000011462907557762872310651564616099830013916101735545316778068376254477882588241116,-0.000011462907557762872310651564616099830013916101735545316778068376254477882580761416,-0.000011462907557762872310651564616099830013916101735545316778068376254477882574378389,-0.000015296658236157775166356177815579039070788674324305157653768192762552160909033938,-0.000015296658236157775166356177815579039070788674324305157653768192762552160908220676,-0.0000152966582361577751663561778155790390707886743243051576537681927625521609157346,-0.000015296658236157775166356177815579039070788674324305157653768192762552160915733073,0.0000072866627096391155720915460295277474927366518231031336771104594262916321485351247,0.0000072866627096391155720915460295277474927366518231031336771104594262916321485355811,0.000007286662709639115572091546029527747492736651823103133677110459426291632148535179,0.0000072866627096391155720915460295277474927366518231031336771104594262916321421481341
50,-0.00000000000064888213622318838061897557376045349299122201637622017059966184960070522380901576,-0.00000000000064888213622318838061897557376045349299122201637622017059966184960070521163963116,-0.00000000000064888213622318838061897557376045349299122201637622017059966184960070521163474946,-0.00000000000064888213622318838061897557376045349299122201637622017059966184960070520818095211,-0.0000084190755632304909985909022083678364333667969961158846311411880656050801955610544,-0.0000084190755632304909985909022083678364333667969961158846311411880656050802171106906,-0.0000084190755632304909985909022083678364333667969961158846311411880656050802314820481,-0.0000084190755632304909985909022083678364333667969961158846311411880656050802530303969,-0.000013978073251290067695424091012084154021275086055804393332071532517986052034005247,-0.000013978073251290067695424091012084154021275086055804393332071532517986051936490583,-0.000013978073251290067695424091012084154021275086055804393332071532517986051922088983,-0.000013978073251290067695424091012084154021275086055804393332071532517986051922088442,0.0000091733492629931494674413846067415375945538889749478416392086485263495707106277495,0.0000091733492629931494674413846067415375945538889749478416392086485263495707106270848,0.0000091733492629931494674413846067415375945538889749478416392086485263495707106272,0.000009173349262993149467441384606741537594553888974947841639208648526349570732180746
60,0.00000000000085992051533211780464160039802361603866819984343190136603966028039277504278079441,0.00000000000085992051533211780464160039802361603866819984343190136603966028039277504537197273,0.00000000000085992051533211780464160039802361603866819984343190136603966028039277504535845791,0.0000000000008599205153321178046416003980236160386681998434319013660396602803927750494758022,-0.000006196836089169032474946367334174199994126595713259142791615990812066431730182962,-0.0000061968360891690324749463673341741999941265957132591427916159908120664317558965688,-0.0000061968360891690324749463673341741999941265957132591427916159908120664317725789519,-0.0000061968360891690324749463673341741999941265957132591427916159908120664317982909306,-0.000012378618019999646796856654871335781238120066511326539493644646748533899693871278,-0.000012378618019999646796856654871335781238120066511326539493644646748533899651982775,-0.000012378618019999646796856654871335781238120066511326539493644646748533899635374969,-0.000012378618019999646796856654871335781238120066511326539493644646748533899635374453,0.00001197162379407284727666719564460639311972021523977798386353696789121290204875786,0.000011971623794072847276667195644606393119720215239777983863536967891212902048757736,0.000011971623794072847276667195644606393119720215239777983863536967891212902048752843,0.000011971623794072847276667195644606393119720215239777983863536967891212902074459212
70,0.0000000000027324765407464752621138112105896571554230978447942172024611699104102697744188183,0.0000000000027324765407464752621138112105896571554230978447942172024611699104102697562402781,0.0000000000027324765407464752621138112105896571554230978447942172024611699104102697562302849,0.0000000000027324765407464752621138112105896571554230978447942172024611699104102697564286697,-0.0000044216648679358759034438251165188406241314317920449694337174675936383649783735159,-0.0000044216648679358759034438251165188406241314317920449694337174675936383649796248089,-0.0000044216648679358759034438251165188406241314317920449694337174675936383649794469786,-0.0000044216648679358759034438251165188406241314317920449694337174675936383649806998495,-0.00001074426960086966586699783475573200931887899533239289057174808822180352190445726,-0.000010744269600869665866997834755732009318878995332392890571748088221803522016680982,-0.00001074426960086966586699783475573200931887899533239289057174808822180352201693068,-0.000010744269600869665866997834755732009318878995332392890571748088221803522016930647,0.000016111296013261932558788510935687846146953399631934349414445273950515766325426427,0.000016111296013261932558788510935687846146953399631934349414445273950515766325426918,0.000016111296013261932558788510935687846146953399631934349414445273950515766325431662,0.000016111296013261932558788510935687846146953399631934349414445273950515766326677259
80,0.0000000000051715592793130365884007310122274317559519054167486624716241812439798981598864585,0.0000000000051715592793130365884007310122274317559519054167486624716241812439798981464214039,0.0000000000051715592793130365884007310122274317559519054167486624716241812439798981464103989,0.0000000000051715592793130365884007310122274317559519054167486624716241812439798981413221791,-0.0000028322750361750465887581334568441724776311754390109478174877287820046349806508502,-0.0000028322750361750465887581334568441724776311754390109478174877287820046349488829909,-0.0000028322750361750465887581334568441724776311754390109478174877287820046349202503319,-0.0000028322750361750465887581334568441724776311754390109478174877287820046348884852894,-0.0000092118522600584088438804348649876184789323370478602671531905238611002170484082966,-0.0000092118522600584088438804348649876184789323370478602671531905238611002171642268269,-0.0000092118522600584088438804348649876184789323370478602671531905238611002171929231331,-0.0000092118522600584088438804348649876184789323370478602671531905238611002171929231951,0.000022163010212764158583258673317458348370831811785462918991767933021361934169108927,0.000022163010212764158583258673317458348370831811785462918991767933021361934169108499,0.000022163010212764158583258673317458348370831811785462918991767933021361934169105975,0.000022163010212764158583258673317458348370831811785462918991767933021361934137342649
90,0.0000000000084457391547756712171440201757803894859063917018890809897123015842694436720862023,0.0000000000084457391547756712171440201757803894859063917018890809897123015842694437003660779,0.0000000000084457391547756712171440201757803894859063917018890809897123015842694437004053609,0.0000000000084457391547756712171440201757803894859063917018890809897123015842694436884369103,-0.0000012504886247016767714540563846125561463542013774376540852833946367005164006539631,-0.0000012504886247016767714540563846125561463542013774376540852833946367005163259524756,-0.0000012504886247016767714540563846125561463542013774376540852833946367005162729287465,-0.0000012504886247016767714540563846125561463542013774376540852833946367005161982264668,-0.0000078407628289800769338709091722403213474998958110758356339107468477327785354362337,-0.0000078407628289800769338709091722403213474998958110758356339107468477327784336097914,-0.0000078407628289800769338709091722403213474998958110758356339107468477327784863807019,-0.0000078407628289800769338709091722403213474998958110758356339107468477327784863816517,0.00003090561060441787948682357927121252474374960036024782775878431173745268734100381,0.000030905610604417879486823579271212524743749600360247827758784311737452687341004126,0.000030905610604417879486823579271212524743749600360247827758784311737452687341000323,0.000030905610604417879486823579271212524743749600360247827758784311737452687266294943
100,0.000000000012916859893057898864123115731503468731292372884434768474847601215999451288762435,0.000000000012916859893057898864123115731503468731292372884434768474847601215999451302214273,0.000000000012916859893057898864123115731503468731292372884434768474847601215999451302219406,0.000000000012916859893057898864123115731503468731292372884434768474847601215999451297894986,0.00000045482776583756021242632650810356207604364357117737613169501368202915318946888397,0.00000045482776583756021242632650810356207604364357117737613169501368202915321646890246,0.00000045482776583756021242632650810356207604364357117737613169501368202915325809808376,0.00000045482776583756021242632650810356207604364357117737613169501368202915328509976412,-0.0000066453129964109895359645381883720159715192284914335114627834827244683890078637087,-0.0000066453129964109895359645381883720159715192284914335114627834827244683889508938759,-0.0000066453129964109895359645381883720159715192284914335114627834827244683889925089889,-0.0000066453129964109895359645381883720159715192284914335114627834827244683889925092476,0.000043410036289000508409994237486963037523215384754395465258332178461244994777684689,0.000043410036289000508409994237486963037523215384754395465258332178461244994777684274,0.000043410036289000508409994237486963037523215384754395465258332178461244994777693262,0.000043410036289000508409994237486963037523215384754395465258332178461244994750695608
"{'distance': [0.278, 0.569, 0.709, 0.759, 0.849, 0.913, 0.919], 'solute_3': [19.44, -15.81, 9.74, -8.62, 11.43, -10.81, 12.0], 'solute_2': [8.65, -5.1, 19.78, -6.33, 13.6, -10.51, 15.14], 'solute_1': [15.75, -0.22, 16.34, -7.47, 16.86, -19.6, 12.79]}","{'solute_3i': '384.0 mM', 'solute_1e': '7.0 M', 'solute_2i': '117.0 uM', 'solute_3e': '19.0 M', 'solute_1i': '136.0 M', 'solute_2e': '418.0 M'}"
voltage,current,solute_3,solute_2,solute_1
-150,-0.000000000055450419270071979973079131730081642704507988961499342704158486642760111154553296,-0.00034582876776306465820682347335302780334655014027630254835948418078572862118852899,-0.00000017332035964122597614094362777570235924100763621811540664190175494662282629683214,-0.000000065183373328652089232202044752797240400152143415254053970147471840705600041451916
-140,-0.000000000049025255479477024037696011519849104853597752231504074962431076388332095121329574,-0.0003057367286688841633098933273670525124441485962916688929144676206978151386909484,-0.00000016255719830131136673209406830520605594612493314069025070068808186590256051036266,-0.000000063014617833687491259432760772627875134099495480190182136478342517996209791035485
-130,-0.00000000004333859754016017946159627378690298138245288498664875339633348253690766431317222,-0.00027024078228803331759675070540922328498223534502569958916907089032246136826330466,-0.0000001617336888143541407943068642645212732656842643016776650402882967131417892559103,-0.000000062779277993709861239465098370708155130792021416415165231297010781682746689057919
-120,-0.000000000038306015398285860103145838225340546928483120797194393435772735032878403372506211,-0.00023881167820274698483465052823676450389995321070679067872293336922207037337433162,-0.00000017474645739634769688960776865531107793970744656904764556496731737092114815133795,-0.000000063639724503433731428898741727119181374132770054586841664557902982733249562125446
-110,-0.000000000033851860273522000910440137116823270108372869765496031452515289316012813437618068,-0.00021097504822581067484359766069792333686205172559905167123961806666072800842801632,-0.00000020986124632734725290093542212943035517202136294673731139094111803237742333903998,-0.000000062539875422882276617292625937223708471218906644018854783343874477335333254700831
-100,-0.000000000029907419233267869990379959526512993157774661665371132967582403534224389927471249,-0.00018630148467644814119351614745626605532181854623359839477866399801630054554105869,-0.00000028307753149159672845602032401689017396048583041554131824605686298906520922317906,-0.00000005172399362024184387673052731675671550635346091254054481930019591679791977614275
-90,-0.000000000026409427618883060276003291265248648907009854274896786760408685623109011600920054,-0.00016439742426441340426873647445802706887638356873116480003606163747372181943695054,-0.00000042091149837119474843977463029687338660451735766831706199748013464678859001676551,-0.000000017260392275183670923603177047159876671380053878998121366788078431201927318036359
-80,-0.000000000023300263353644268336349282433957091225130037010560734350006673674081818611478896,-0.00014490048031011349310403546483412189924692144731250571490320941577276263025631457,-0.00000065836294469533018780651066457168843768939954301785354175656182211126167811784502,0.000000057001672210062351517849320213146492844451254782411596398339653505909105053066277
-70,-0.000000000020529370646413522305931104944207360186249250691682509409229538046772283904962052,-0.00012747796537889651319043956906678685027700970500272688587438949170120450696660225,-0.0000010339387726633677206407230684868351997054434382016257739523192004618071588796667,0.00000018176154390252677429860231312787473269513537118961692869229786634109870574822317
-60,-0.000000000018052492551982848164107175894928934624183211879288621435401672482408086567247373,-0.00011181885552653232179855567701817032674313176950161448803841078572203461168813758,-0.0000015927239943266186211490268917381495218012290423135002640409932986085488884710256,0.00000036218004762407359166777733184196345152729034017433630452095160319822833783790941
-50,-0.000000000015828344387830802218942593947685474948379387856215419307262542266727940665800412,-0.000097618742189773921525828299964935281307093099546012391549450008191784823240743972,-0.0000023969628331966847324521422960762178843557852893978400635241854634394100133560542,0.00000060602857942911393159025478537166454117822401737601449774687873068894006870584966
-40,-0.000000000013816176174949052760951292728302129172274302657928047283706449155781563393513915,-0.000084570744601010739769897673492581825464288634416773458164489783497869134868674941,-0.0000035296469776531288779736057468324129980860155138706248192053278672724972104242894,0.00000092854730322377745998349852652519821258189328715147007968279889174379063786951066
-30,-0.000000000011975728008026142089961449892469785127258658262360196477280192319309797207004512,-0.000072374542854612109168036784363078126897948521958302065779488065413752844066916648,-0.0000050801274328660142470377374195051089999920615074059513997930326595472188357226162,0.0000013499069039570932455972455332142896064467447903793689377667090130910389958444794
-20,-0.00000000001026959643328303774954239219408255609650475547357119823772312080506070063822646,-0.000060777618263648827274776332439338659380315029567754502097766245524864276124795479,-0.0000071015916960734672984030784834046139565982885991249200610485934885791171775898566,0.0000018871816550077194820955145210779670542060832234722138684470671052397382088941363
-10,-0.0000000000086685057246579070716121941399987421982890900455695647875882169036160806436676074,-0.000049663907664045845618836233783767514444870962661994936447516973762413011222946674,-0.0000095316525425658359755939916699062415717937232125137745909019526356015287332850027,0.000002542518790391023351173161147217175508400052471967364110295082949476572866556525
0,-0.0000000000071581820816955899609518636087090842002074802183514455437948576631519031762670043,-0.000039169960443423817301661585105300218619810271127615613774018173346966019457784335,-0.000012100895903756295677900482701124572853526300924208568019740894861321969053703684,0.0000032940359086225461192413667013947664458465794443482152235438414726880434816179504
10,-0.0000000000057406275189186670444726754454461431271878310747302723697145232839268383803958336,-0.000029719394228821826131727760663280197247419909639318026610511320366738773652000097,-0.000014327633132963352599701163644461635276995926518854747066959829183675637015310573,0.0000041064490151039896946795115895410166712084700840418202165746390009723185791430687
20,-0.0000000000044200050251261525340462571348150293838233926652310832037168358247183799395460305,-0.000021834342929033238011207024076940178935829573364950613612216953311311992962666703,-0.000015704756303508017123787388267700561931527478149682804576255286813569221197952868,0.0000049742780022689023570417460986392486447016093052539887488833012175094606214715288
30,-0.0000000000031769777209983981542504143011707197519824105539086770415814315978507311259227277,-0.000015794543575051687617967855224498932648319413283280883642327546765938851984072818,-0.000015986333074996347681390476597929882844584122357133352734703918734239296437981824,0.000005974777522906669600951208202650863202276381011973924102583819757266847141382688
40,-0.0000000000019522357080177149978540099404821408797953141654948174974950569931151948681642128,-0.000011462907557762872310651564616099830013916101735545316778068376254477882588241116,-0.000015296658236157775166356177815579039070788674324305157653768192762552160908220676,0.0000072866627096391155720915460295277474927366518231031336771104594262916321485355811
50,-0.00000000000064888213622318838061897557376045349299122201637622017059966184960070521163963116,-0.0000084190755632304909985909022083678364333667969961158846311411880656050802171106906,-0.000013978073251290067695424091012084154021275086055804393332071532517986051936490583,0.0000091733492629931494674413846067415375945538889749478416392086485263495707106270848
60,0.00000000000085992051533211780464160039802361603866819984343190136603966028039277504537197273,-0.0000061968360891690324749463673341741999941265957132591427916159908120664317558965688,-0.000012378618019999646796856654871335781238120066511326539493644646748533899651982775,0.000011971623794072847276667195644606393119720215239777983863536967891212902048757736
70,0.0000000000027324765407464752621138112105896571554230978447942172024611699104102697562402781,-0.0000044216648679358759034438251165188406241314317920449694337174675936383649796248089,-0.000010744269600869665866997834755732009318878995332392890571748088221803522016680982,0.000016111296013261932558788510935687846146953399631934349414445273950515766325426918
80,0.0000000000051715592793130365884007310122274317559519054167486624716241812439798981464214039,-0.0000028322750361750465887581334568441724776311754390109478174877287820046349488829909,-0.0000092118522600584088438804348649876184789323370478602671531905238611002171642268269,0.000022163010212764158583258673317458348370831811785462918991767933021361934169108499
90,0.0000000000084457391547756712171440201757803894859063917018890809897123015842694437003660779,-0.0000012504886247016767714540563846125561463542013774376540852833946367005163259524756,-0.0000078407628289800769338709091722403213474998958110758356339107468477327784336097914,0.000030905610604417879486823579271212524743749600360247827758784311737452687341004126
100,0.000000000012916859893057898864123115731503468731292372884434768474847601215999451302214273,0.00000045482776583756021242632650810356207604364357117737613169501368202915321646890246,-0.0000066453129964109895359645381883720159715192284914335114627834827244683889508938759,0.000043410036289000508409994237486963037523215384754395465258332178461244994777684274
"{'distance': [0.278, 0.569, 0.709, 0.759, 0.849, 0.913, 0.919], 'solute_3': [19.44, -15.81, 9.74, -8.62, 11.43, -10.81, 12.0], 'solute_2': [8.65, -5.1, 19.78, -6.33, 13.6, -10.51, 15.14], 'solute_1': [15.75, -0.22, 16.34, -7.47, 16.86, -19.6, 12.79]}","{'solute_3i': '384.0 mM', 'solute_1e': '7.0 M', 'solute_2i': '117.0 uM', 'solute_3e': '19.0 M', 'solute_1i': '136.0 M', 'solute_2e': '418.0 M'}"
voltage,largest element,smallest element,element difference,element ratio difference,condition number,transport error solute_3,transport error solute_2,transport error solute_1,current errors,smallest eigenvalue,second smallest eigenvalue,sum absolute errors,sum squared errors
-150,2368407432914.5675445435524054162683143980179942200491560573048416975325822400158,0.00041439533973635573952387488207807001760874262187083243557842234339510014981006283,2368407432914.5671301482126690605287905231359161500315473146829708650970038176724,5715333175371572.3080743487455769420857722996578537355843036377549224719983628002,4736814865829.1350890871048108325366287960359884400983121146096833950651644800316,1.0385382748824969191386389012257377474970275706805776000270356300109660644641584e-77,8.6448185410292569519696245002531242886945274359243121540191256377585744452081197e-78,5.1904758266674118154440695757451802877819653041798143112747253714438311448752758e-78,1.384182168482728026096305924469450303164210856839137141539471648680152075387758e-84,3.4353802319857483162515563581611589594111387187828055185344432808354945083344138,-5.2000927616348075831935624925579544909297975257385506065291669887825632407930385e-78,5.5098942063132441108852400277252567291631698896369145352360241402149717147152848e-78,7.7983267123142271763701436732021220282636391914820215171500404271013030578556546e-78
-140,2119291309432.2433685839042851375376390105653038672959920699974306524827106376993,0.00043616492713714853205197030955765525722296992780989649525895988094856350931259495,2119291309432.2429324189771479890055870402557462120387691000696207559874516778183,4858921883844753.4431382699418408329884738675288495955818390119443842974183868087,4238582618864.4867371678085702750752780211306077345919841399948613049654212753985,1.4560669660794276807467255899203733831187904552736803267857795335717921385506522e-78,6.019577632470117472645949102831313458828333862424848405044615514513766231542331e-79,7.2846587787722915480248646694275831343275833152166387171037342503497277050601039e-79,1.168761267674864873271775345843593118070726912529442389480127086425383557761244e-85,3.5032265830614129627343797658833722687891799081432895784985735440755303039219191,7.266286012027297136641163231438082006817416106770755420791702735613237438907613e-79,1.3699541581531397315187102421541610743622390461627268426289490438288588210592224e-78,2.3755671634694004672808868033889829201738579995489878129229058023969420711708999e-78
-130,1896405606964.1175441204661898379265992663927334026913751851589407315556070535168,0.00045907814452157547397410828982426182432699576478691746066515626915699486454784115,1896405606964.1170850423216682624526251581029091408670481893941538140949418972476,4130899345993569.5823378953597269677018186019059024488191112080617973147083434938,3792811213928.2350882409323796758531985327854668053827503703178814631112141070336,6.0917761371271852498047474262324702647958020911723221862263413710492877155859663e-78,9.9781495950675579986638274189956056973852152875312800423186390046380506066802864e-80,3.0443997736865157037673524025324779315612300731501366398290777011129169042683121e-78,4.8789675859745607296710614764415136159231873587031185679928508181422072865498024e-85,3.4936832975810045735835156750193954535210810011925476695219911302984142418262922,3.0468075616646032485612325097708116694998349448462337671354228449627403211034443e-78,5.2401796968544029148253734466488792577997075890478340269005097790774459786370274e-78,9.0794400463246171941237630893205886165640977190452075422421004503983534660781925e-78
-120,1696989857604.7150757309970603855361171190023524886480470614558915364098866900813,0.00048319507063689933678539449385109525860066782144874013397958678357141384906372192,1696989857604.7145925359264234861993317245085013933894463936344427962759071032977,3512018149042607.2555489685502263853320259967222661715192260550832158577002762635,3393979715209.4301514619941207710722342380047049772960941229117830728197733801626,6.2312049410185520682930263403839938208751161038614756739726432853087062895717687e-78,6.3298422525468228835291669001654363979903890606708040420481568362942469948436233e-79,3.1125839427388119819889164886374731120263660981443018541604595331631796019088215e-78,4.9784859559764425667870572394559841423264916713763855344391834197331035810498347e-85,3.3671622065875640700574273914579078592707852831905020540053728008161521132972283,3.1204945435137809480287919164964295135615102189743394258445885719547409449088239e-78,8.8937267426883157381022770665243213036925308993419940463534524178635315665225048e-78,1.4909672189040343655795332957921900384521542130734377222934124999817651543097076e-77
-110,1518574280435.1863332866794828278877333747412592367899948084359104128395853914162,0.0005085789403699773250195757751726549105120514334290119639417095581891830585677284,1518574280435.185824707739112850562713798966086581879482757002481400875643681858,2985916560623735.0517413442750909255758193431977448587974273480423716991623331781,3037148560870.3726665733589656557754667494825184735799896168718208256791707828324,6.090507778937140327479317988416926840633936986443505975161722640185329391975959e-78,6.8088716434110377106522158307522055183866704873670382128460771636253390003953059e-78,3.0507741845181621293720887025160556641511237102761723929346486542208545784953502e-78,1.0923875551791489626493325640766986361275756996721809529259476498798334490503854e-84,3.0799445543678140424613905175851625715366268952636235980106907433625827336966426,3.0483931354353907950914953469064512349301705759246881267960197891317428893420678e-78,4.8503595378642632914715035317537497692477632592115463695234495778815751334623597e-78,8.4012492489480624487677897092906446938600430575041855483757890056267499005955796e-78
-100,1358949166770.6077452010502031882218168949334615764060975393270241660026138110184,0.00053529631054993805672053190682136801326089220447438908251981794700333262969734077,1358949166770.6072099047396532501650963630266402083928366471225497769200939930714,2538685845554376.7612987204258335264947134251440409391445216167968186855316196181,2717898333541.2154904021004063764436337898669231528121950786540483320052276220368,5.4543273135238939951212266560401689670303896840542164214971471328818697127045706e-78,1.6440225936402889120679724769784070777694414972464973500744608357417520232444188e-78,2.7319050459176651149797767669427027503132594767449558608776259222923932302922838e-78,4.3815843724374266974695892316772479006214922419960649623677050510252062660229665e-85,-2.6176892889596464115730278768360577041646470869077422080260169300657802633827753,-2.7343885991204525536289016198103310001493480037751416799259007222224798668186742e-78,9.4465286108669525070145026945211422928383789392663816334374938109081983320646185e-78,1.5541984318116454705950680977492757626497456504692491717715304023715410979062644e-77
-90,1216137492661.6007109686029755999492329210843676627405084987573455565553547476416,0.0005634172344610339626111026870594076020768175480668582432004409055992563835497525,1216137492661.600147551368514565986621818397308255138431681209278698312154306736,2158502470775428.5051939879064604413944133062392742600171453901249141450118864649,2432274985323.2014219372059511998984658421687353254810169975146911131107094952832,2.7284690773666360896942533662912769038376339270889093110975480394405283257820655e-78,4.2765575780829267951060374349567419234915144850031581585725764859426508599060285e-77,1.3770466662565202775755228095584007514422148557334581149817048803375755526546154e-78,7.0697028573909107828886311381740344441006977357963030086833078316322330315597387e-84,-2.0451997499457872764674161006408704257636494875926471606672944389185347676139104,-1.376874566250577022695538665168148210967849235765997022594725351179972895725283e-78,1.2748417374600021462301701835794694058649873924071565748704762349854074354072078e-77,1.9349756820083520426046789180689764815252133780083614765617207568506296218086503e-77
-80,1088370418000.2885651134226630237756905743806868836561792108125069144715919112468,0.00059301544552324292032772173936464870606001479753442663840082340907947337926785715,1088370418000.2879720979771397808553628526413222349501191960149724878331910878377,1835315464743035.0513360527679206120751563719727100525272520464320727387146835493,2176740836000.5771302268453260475513811487613737673123584216250138289431838224936,7.8737864497717285216480314677770709934068751415297788304295642419012789246953124e-78,1.9301973560089818662401738145426627504403996694297639198469575912298315172360623e-77,3.9318922520418150675731159729703161851277243282428235439516980136623272244810503e-78,3.0905163547127580430928560672212413406420968432431697241012801686407600821363779e-84,-1.4899674971099656992186785966871864502551832825430538276526077756392239683468035,-3.9523056956868594682901250201271014319233735705260510389421925421510469526368126e-78,1.3123993473352217676104370367829244178264365187872503858384243626229750550358577e-77,2.172571442955160377002914138783077934009015076853433881882065190221235512274602e-77
-70,974065367636.29533637706841880254361466064688794945339466182007218704326093859073,0.00062416855062223284963826845413494479733098172927475040337687001287398904209791116,974065367636.29471220851779656969397639219275300465606368009079743663988406857786,1560580658325785.216599987469687407221720796543454666319302594940277504208077872,1948130735272.5906727541368376050872293212937758989067893236401443740865218771815,1.3384143898145464117937416990435044600522773315649817874476069985611125751158842e-78,1.9924848357246399193438880414981730697252279620001077889479749549848990110354545e-78,6.5519760217177701839326387728643168132917409991420274423733297201047116768377056e-79,3.1470740818901214669326543696117876596532598383528697887840498899142366866148425e-85,-1.0430568251545434606335159763373528664431209403689199063588312178255114536422319,6.5324934197013193325014357597943614312321575688820757685393411279323098814407737e-79,1.2973075545034009903629650037052888788092855847178813100335048181573090204778592e-77,1.9032874111836059480597017861128415486583281861994978084564785897030955145071855e-77
