"{'distance': [0.146, 0.211, 0.252, 0.283, 0.349, 0.361, 0.488, 0.504, 0.514, 0.514, 0.548], 'solute_2': [12.48, -18.29, 7.65, -17.91, 16.75, -14.21, 1.57, -4.03, 13.11, -17.57, 6.63], 'solute_1': [19.44, -6.63, 3.06, -12.75, 9.27, -8.24, 5.23, -16.61, 3.62, -11.28, 19.11]}","{'solute_1i': '450.0 nM', 'solute_2e': '123.0 nM', 'solute_1e': '261.0 uM', 'solute_2i': '358.0 mM'}"
voltage,current,solute_2,solute_1
40,0.000000040012589736763963239738357555956328777989379353797237831506367823560194994158376,0.000000040012589736763963239738357555956328777989379353797237831506367823560194991346404,0.000000040012589736763963239738357555956328777989379353797237831506367823560194993809947,0.000000040012589736763963239738357555956328777989379353797237831506367823560194994792435,0.000000040012589736763963239738357555956328777989379353797237831506367823560194992919276,0.000000040012589736763963239738357555956328777989379353797237831506367823560194993140577,0.12488364103087144109362814286745691343459160608760882543791066286052381700924849,0.12488364103087144109362814286745691343459160608760882543791066286052381700761322,0.12488364103087144109362814286745691343459160608760882543791066286052381700543752,0.12488364103087144109362814286745691343459160608760882543791066286052381700862703,0.12488364103087144109362814286745691343459160608760882543791066286052381700191054,0.12488364103087144109362814286745691343459160608760882543791066286052381700037085,-0.00000026810138835718778054666886229894075116164105943129310501636041640304026713628334,-0.00000026810138835718778054666886229894075116164105943129310501636041640304502791591646,-0.00000026810138835718778054666886229894075116164105943129310501636041640303845147356176,-0.00000026810138835718778054666886229894075116164105943129310501636041640303853351716303,-0.00000026810138835718778054666886229894075116164105943129310501636041640303795340592096,-0.00000026810138835718778054666886229894075116164105943129310501636041640303646647427282
50,0.000000040505987518428172035700209899540205269968418948287209395992315100905045478910743,0.000000040505987518428172035700209899540205269968418948287209395992315100905045480192156,0.00000004050598751842817203570020989954020526996841894828720939599231510090504547898796,0.000000040505987518428172035700209899540205269968418948287209395992315100905045479756036,0.000000040505987518428172035700209899540205269968418948287209395992315100905045479235889,0.000000040505987518428172035700209899540205269968418948287209395992315100905045479374256,0.12642321356884083931303129501650281975717128138342041829374442000102484554974597,0.1264232135688408393130312950165028197571712813834204182937444200010248455499359,0.12642321356884083931303129501650281975717128138342041829374442000102484555081511,0.12642321356884083931303129501650281975717128138342041829374442000102484555292736,0.12642321356884083931303129501650281975717128138342041829374442000102484555145825,0.12642321356884083931303129501650281975717128138342041829374442000102484555054377,-0.000000021034183168608099962039917372708749658314212337282800279205241581034680105475762,-0.000000021034183168608099962039917372708749658314212337282800279205241581032140449930886,-0.00000002103418316860809996203991737270874965831421233728280027920524158103523219827361,-0.000000021034183168608099962039917372708749658314212337282800279205241581035042202565397,-0.000000021034183168608099962039917372708749658314212337282800279205241581035145086778348,-0.000000021034183168608099962039917372708749658314212337282800279205241581034247529210991
60,0.000000041010122285516965575990259996430566168468585396391268332505996963227695483853119,0.000000041010122285516965575990259996430566168468585396391268332505996963227695482867626,0.00000004101012228551696557599025999643056616846858539639126833250599696322769548391558,0.000000041010122285516965575990259996430566168468585396391268332505996963227695483301347,0.000000041010122285516965575990259996430566168468585396391268332505996963227695484783272,0.000000041010122285516965575990259996430566168468585396391268332505996963227695484719466,0.12799660241143798103455343532716017238955486119850551961171850550544868071590112,0.12799660241143798103455343532716017238955486119850551961171850550544868071739494,0.12799660241143798103455343532716017238955486119850551961171850550544868071916302,0.12799660241143798103455343532716017238955486119850551961171850550544868071740139,0.12799660241143798103455343532716017238955486119850551961171850550544868072170003,0.12799660241143798103455343532716017238955486119850551961171850550544868072213401,0.000000022623579356065624104024840723234557590187571111039708033789519062088462711662503,0.000000022623579356065624104024840723234557590187571111039708033789519062085416282120297,0.000000022623579356065624104024840723234557590187571111039708033789519062086418077672688,0.000000022623579356065624104024840723234557590187571111039708033789519062086314443650027,0.000000022623579356065624104024840723234557590187571111039708033789519062086532170123999,0.000000022623579356065624104024840723234557590187571111039708033789519062086110090294846
70,0.000000041554924277851015674465117569621389313087906367058036380120662474170727456582349,0.000000041554924277851015674465117569621389313087906367058036380120662474170727454510291,0.000000041554924277851015674465117569621389313087906367058036380120662474170727455171679,0.000000041554924277851015674465117569621389313087906367058036380120662474170727455217483,0.000000041554924277851015674465117569621389313087906367058036380120662474170727454158608,0.000000041554924277851015674465117569621389313087906367058036380120662474170727454235406,0.12969698044745369304055804203056155142750860311906449559747220518473199018805493,0.1296969804474536930405580420305615514275086031190644955974722051847319901857339,0.12969698044745369304055804203056155142750860311906449559747220518473199018255493,0.12969698044745369304055804203056155142750860311906449559747220518473199018296669,0.12969698044745369304055804203056155142750860311906449559747220518473199017949942,0.12969698044745369304055804203056155142750860311906449559747220518473199017903291,0.000000024432973063929304523420881421583798784389780807076153573806989717892866028183139,0.000000024432973063929304523420881421583798784389780807076153573806989717890101975629722,0.000000024432973063929304523420881421583798784389780807076153573806989717893597464852396,0.000000024432973063929304523420881421583798784389780807076153573806989717893418264354878,0.000000024432973063929304523420881421583798784389780807076153573806989717893526542699604,0.000000024432973063929304523420881421583798784389780807076153573806989717893997341960777
80,0.000000042178432110277633056470100606116481335015878424702239299467229693162461658135526,0.000000042178432110277633056470100606116481335015878424702239299467229693162461655758385,0.000000042178432110277633056470100606116481335015878424702239299467229693162461657847857,0.000000042178432110277633056470100606116481335015878424702239299467229693162461658801922,0.000000042178432110277633056470100606116481335015878424702239299467229693162461657515088,0.000000042178432110277633056470100606116481335015878424702239299467229693162461657617256,0.13164301709852161231119453261958514454566158825464326224835372993013869887192331,0.13164301709852161231119453261958514454566158825464326224835372993013869887248595,0.13164301709852161231119453261958514454566158825464326224835372993013869887140891,0.13164301709852161231119453261958514454566158825464326224835372993013869887501574,0.1316430170985216123111945326195851445456615882546432622483537299301386988710871,0.13164301709852161231119453261958514454566158825464326224835372993013869887047311,0.00000001962528362589186130145277681405891808780971610710843632288285311800028939968565,0.000000019625283625891861301452776814058918087809716107108436322882853117994968114580726,0.000000019625283625891861301452776814058918087809716107108436322882853118000033767198824,0.000000019625283625891861301452776814058918087809716107108436322882853117999614373263367,0.000000019625283625891861301452776814058918087809716107108436322882853117999555907199256,0.000000019625283625891861301452776814058918087809716107108436322882853118000177816470542
90,0.000000042931013421206755932416292610812866040982893823882371950885520391769799489432582,0.000000042931013421206755932416292610812866040982893823882371950885520391769799489995135,0.000000042931013421206755932416292610812866040982893823882371950885520391769799489522494,0.000000042931013421206755932416292610812866040982893823882371950885520391769799489869618,0.000000042931013421206755932416292610812866040982893823882371950885520391769799489896832,0.000000042931013421206755932416292610812866040982893823882371950885520391769799489790248,0.13399190424537598441487433451943599734107779453840450501610204439471517047066206,0.13399190424537598441487433451943599734107779453840450501610204439471517047135443,0.13399190424537598441487433451943599734107779453840450501610204439471517047103868,0.13399190424537598441487433451943599734107779453840450501610204439471517047202493,0.13399190424537598441487433451943599734107779453840450501610204439471517047222179,0.13399190424537598441487433451943599734107779453840450501610204439471517047288207,0.000000015191403022670808834749751125550084031718114741218298399825366784260004149521283,0.000000015191403022670808834749751125550084031718114741218298399825366784260713091248569,0.000000015191403022670808834749751125550084031718114741218298399825366784259940154162888,0.000000015191403022670808834749751125550084031718114741218298399825366784260004925427052,0.000000015191403022670808834749751125550084031718114741218298399825366784259930311933429,0.000000015191403022670808834749751125550084031718114741218298399825366784259268350016401
100,0.000000043880066757095785136054533682087364507149091806168797060918820782889807586800164,0.0000000438800667570957851360545336820873645071490918061687970609188207828898075874881,0.000000043880066757095785136054533682087364507149091806168797060918820782889807587000903,0.000000043880066757095785136054533682087364507149091806168797060918820782889807586421827,0.000000043880066757095785136054533682087364507149091806168797060918820782889807587772836,0.00000004388006675709578513605453368208736450714909180616879706091882078288980758737922,0.13695399791440431836860780191149661621200504087796090702832236080344138190351787,0.13695399791440431836860780191149661621200504087796090702832236080344138190478446,0.13695399791440431836860780191149661621200504087796090702832236080344138190471555,0.13695399791440431836860780191149661621200504087796090702832236080344138190244103,0.13695399791440431836860780191149661621200504087796090702832236080344138190635505,0.13695399791440431836860780191149661621200504087796090702832236080344138190882046,0.000000012120933507591380097502776078286460043738118499706193540414461528331633910075978,0.000000012120933507591380097502776078286460043738118499706193540414461528332220929175611,0.000000012120933507591380097502776078286460043738118499706193540414461528331253138536906,0.000000012120933507591380097502776078286460043738118499706193540414461528331564580365424,0.000000012120933507591380097502776078286460043738118499706193540414461528331766323353772,0.000000012120933507591380097502776078286460043738118499706193540414461528329303705008446
"{'distance': [0.146, 0.211, 0.252, 0.283, 0.349, 0.361, 0.488, 0.504, 0.514, 0.514, 0.548], 'solute_2': [12.48, -18.29, 7.65, -17.91, 16.75, -14.21, 1.57, -4.03, 13.11, -17.57, 6.63], 'solute_1': [19.44, -6.63, 3.06, -12.75, 9.27, -8.24, 5.23, -16.61, 3.62, -11.28, 19.11]}","{'solute_1i': '450.0 nM', 'solute_2e': '123.0 nM', 'solute_1e': '261.0 uM', 'solute_2i': '358.0 mM'}"
voltage,current,solute_2,solute_1
-150,-0.0000011016069439582172932869127619443326610034040327003304716257976851707428055919775,-0.0040531592765657829623219604805160495017330488222691188994320523224233624238911824,-2.2894471737952676061152618103333148604623190813516646166453386636035058974595401
-140,-0.0000016540377704768607950049734486612962709310584535249620370294678138807673292714354,0.0040966718133234490374986848736745240068452290247211691121399222136075634072493812,-3.4443411238573650031199355796484888927818512339815523201693344579608018158096226
-130,-0.0000021329791155979756178729968583350866846829812825608360258790946506811915773911355,0.01363015812162542922340961537199933280174854247433678516117482841131302610640163,-4.4472455644197761037821472280816462576584881032843619642421119188498737035215734
-120,-0.0000022281081217378181673425950919566820910638252915139069992778463286546096609065245,0.025888549336063961489190961598013179165261352210654900402399677094649252603129322,-4.653355832178720453677295800451448702846043697918111990720969054699260225645239
-110,-0.0000019194140267504373621980267572215574269224949078556073300222702171034541591094853,0.039665834008752621635869202881379783608707660360160407463061433973779438290985088,-4.020230878000086751479921661873181025226575604016562479626881014611627109340296
-100,-0.0000014131316165873158810476647357295000190127498452738448051148745820369380135364959,0.053198777920563234964816044519133159479485983638354878587528580640154110081773175,-2.9758146172140331547645140951783385461843943513818742837277753863094346880627585
-90,-0.00000085896990013654780052584224627502556256890448949646577726901755682973049847952637,0.066148412199960276839637962742723064196298827990439618114955136039555682419476829,-1.8313854586046921934260806471612117687308306776609248804089787502438105884331021
-80,-0.00000041053243723967956745039173864999172197816574291174298608160233644185010925571173,0.077784170206184281423692166786002723074756626517400022367687040021462962116938055,-0.90606426419837912605746278576389584982826816754747862418424174739602518919939015
-70,-0.0000001515689136229985793850876594286005478974567998364578267924578958315984879511222,0.087192072745595391778868190510871473990824596855321191007452781636369057973297255,-0.37350240060484257320992037818568926019165814738742487093926918597378412282462859
-60,-0.000000035617892503103350800425347575778937116439696157421007225287677141375888621816577,0.094479283044997412801534944178594514661462239732990368364036940035858816927986292,-0.13709749228198193931168908716484301335407242510199078410001446790248995585236979
-50,0.0000000095937395554397303509477724960487312307881957246430580192120270990932763292807101,0.10024376214235635585731894545846442439889321549763296463499803959738428346121358,-0.046867169860531095173352692046746091000228390347299391997693305733071146219558373
-40,0.000000026326658613750400405967896950349363945920027849634883659332033920167442401627152,0.10495996757490151161416950386464037524930996150864827946473437047912714251116709,-0.015194579686325514320611012375259222307058765645050844941492597888050356515181459
-30,0.000000032639168080364157542251355598308068991167805852035501330599512365166341861227234,0.10890889862069228025646276696820843600356278940579060515904075872664609472179889,-0.0046925572985968524306071047897054484175871252550924207961244976289596539656634462
-20,0.000000035303307607385099713462757712754539958993005503103440599779678337923965640117165,0.1122577958587398099765594589139998322669950868887404065800063344275136610077568,-0.0013817939778508813613170090898220437778666987389663505319331461953488003490224259
-10,0.000000036697606438335550409849440610738625299721197968809011639010940677840652664618322,0.11511918850566865734040095565774072670130320745350679335550281021297328849432739,-0.00038822629812876724317479936602290490930613326945497122564501368022129393971768858
0,0.000000037622744271063053515141166979612960237135880444673061897969108730816878805445237,0.11758031097933710487864756880225114844601457136595320931933245509939228003525665,-0.00010401033440814187224234857180183370812063045167614813275583945774294746551507336
10,0.000000038344599452133488786125740567582915758725494998111891916083513587740851994236215,0.11971702143975630299148803323717931837224722705086392766615571618187430195305496,-0.000026496498469473062294942834172695623791606812899506080122884832035300114788953447
20,0.000000038957711778583181955131677823442695573917198217071528753782324933008688755178949,0.12160042576930053175644275099807417388514726240531209520526274191056857453271769,-0.0000063766914288523732227274355760788110099768636642904703533780767350455155629677534
30,0.000000039504542439926983203701886951688726541382661465608518298443676580450791743813771,0.12329970373562074647334414454239483983154394260147115278760389894252899750637119,-0.0000014203848645484182077179797719536515627728713906325351669455859856445743391321697
40,0.000000040012589736763963239738357555956328777989379353797237831506367823560194991346404,0.12488364103087144109362814286745691343459160608760882543791066286052381700761322,-0.00000026810138835718778054666886229894075116164105943129310501636041640304502791591646
50,0.000000040505987518428172035700209899540205269968418948287209395992315100905045480192156,0.1264232135688408393130312950165028197571712813834204182937444200010248455499359,-0.000000021034183168608099962039917372708749658314212337282800279205241581032140449930886
60,0.000000041010122285516965575990259996430566168468585396391268332505996963227695482867626,0.12799660241143798103455343532716017238955486119850551961171850550544868071739494,0.000000022623579356065624104024840723234557590187571111039708033789519062085416282120297
70,0.000000041554924277851015674465117569621389313087906367058036380120662474170727454510291,0.1296969804474536930405580420305615514275086031190644955974722051847319901857339,0.000000024432973063929304523420881421583798784389780807076153573806989717890101975629722
80,0.000000042178432110277633056470100606116481335015878424702239299467229693162461655758385,0.13164301709852161231119453261958514454566158825464326224835372993013869887248595,0.000000019625283625891861301452776814058918087809716107108436322882853117994968114580726
90,0.000000042931013421206755932416292610812866040982893823882371950885520391769799489995135,0.13399190424537598441487433451943599734107779453840450501610204439471517047135443,0.000000015191403022670808834749751125550084031718114741218298399825366784260713091248569
100,0.0000000438800667570957851360545336820873645071490918061687970609188207828898075874881,0.13695399791440431836860780191149661621200504087796090702832236080344138190478446,0.000000012120933507591380097502776078286460043738118499706193540414461528332220929175611
"{'distance': [0.146, 0.211, 0.252, 0.283, 0.349, 0.361, 0.488, 0.504, 0.514, 0.514, 0.548], 'solute_2': [12.48, -18.29, 7.65, -17.91, 16.75, -14.21, 1.57, -4.03, 13.11, -17.57, 6.63], 'solute_1': [19.44, -6.63, 3.06, -12.75, 9.27, -8.24, 5.23, -16.61, 3.62, -11.28, 19.11]}","{'solute_1i': '450.0 nM', 'solute_2e': '123.0 nM', 'solute_1e': '261.0 uM', 'solute_2i': '358.0 mM'}"
voltage,largest element,smallest element,element difference,element ratio difference,condition number,transport error solute_2,transport error solute_1,current errors,smallest eigenvalue,second smallest eigenvalue,sum absolute errors,sum squared errors
-150,439783793220596416.95470766426369866308863119249981630855141941474749532950434353,0.0000040341764968392267190133277344365046851417924498433971779414851780586636001175262,439783793220596416.95470363008720182386191217917208187204673427295504548610716559,109014514750449461598335.07252898659768153254395557746308076404461977974118519677,879567586441192833.90941532852739732617726238499963261710283882949499065900868707,1.0919429886632048482258984172232446405013702277462062062325035372934925148000024e-73,9.6635673110982475798547505997691223403283411273225654778628739311014470958800894e-74,1.810873359751741594753675021302954798916265391420445402797699462151399345801903e-80,-125.57869851302804140624097598187082868744039557645491715705394438026217662622628,-3.8893948182243168931147907732996554109656438613196657466501105629750025820183901e-74,3.3152071482854046311862317503941534300826051115671241044239216653531414511209695e-74,1.0678931929386625643409481998371575855905223645963880077704616324951980205154323e-73
-140,378057489706360606.04424587415794383721610895642562297899607106779061041986709127,0.0000069393089240275349278863597174368928966345005305559527240986663235659073511623613,378057489706360606.04423893484901980968118107006590554210317443329007986391436717,54480567711480153659909.655070202835424347956218255452139943413718856879337126729,756114979412721212.08849174831588767443221791285124595799214213558122083973418253,2.1224247841000107111349498338018261985974682495638605131834253648286331215451981e-73,1.5472559583307206990842187997393195871611426252924041729408467137154049074545804e-73,2.1643213531914885636481035061675208912424946434486881402410157351256342846835202e-80,-178.67103916968375668878850811830689399054165991576492390733011980821127781716669,-4.6374164766246028795404208575497984634563151033724312362963639224414004648788935e-74,9.4449999702075746472764570330735242707877913407982900131037510649307168696245885e-74,2.1397026132479456188564269013486754053029476711378258051648335238473276686171349e-73
-130,325073178137783815.39690015674034481745520536508199261750353239956979307457562317,0.000011936515018819022788873031057283395590240846919671815418012815340056779481145845,325073178137783815.39688822022532599843241649205093533410794215872287340276020516,27233508073778301818873.315302149705117737270398596238167193543704442594644965365,650146356275567630.79380031348068963491041073016398523500706479913958614915124635,2.8885934229022289251668377192171723776462589767622304603587670864221005618935629e-73,1.4052773472849680294428671751148810182119955793010717069710570286658332582105901e-73,3.654454622149312387005012328400659551519628964723779426203268058151297821527556e-80,-240.29255540890792919127281549785673664096757507344838715729392197535930596327938,-1.7354988810426576440379836736631851594918223475763766441481098935604866262684941e-73,1.1137723640852792589158718539197267605406998403957744781881851906288276470187483e-73,2.6491772861194250291535536349243763279712878828021103594052481269970004176180635e-73
-120,279595763334669735.66267106841006899759193009248034753736067792284381463881504017,0.000020532360261574476476566493351719468743606108958541621148217739396170989464375682,279595763334669735.66265053604980742311545352598699581789193431673485609719389196,13617322108745698694876.79296671246944398602809421770605782722776769930186395659,559191526669339471.32534213682013799518386018496069507472135584568762927763008035,7.5924265248007938012178958132400663269965390642978301012478588553952760573785145e-73,1.6906163563452884798656322406618062200416682313420464439322401913202035313870767e-73,1.9734898515606260963066026594150989251235727107712283725313452686583287336417593e-79,-338.59071819000874135501193178175777721813185465690806246341802178034612994107658,3.5992890627985791685574439836504763663523474612567259166889537605497252291428609e-73,1.7547612849775628131591290313834882069795285381275488846916109652151431904523059e-73,3.0303953601337737159278601808348132925200475445379109785409958619023757944122872e-73
-110,240564761224619618.22560985749469055745632682363960519697641903993120258086491789,0.000035318333470567094468559464363090336389806909402142652948833895906020178736399736,240564761224619618.22557453916121999036185826417524210664002923302180043821196906,6811328213577710230282.4743144422739318358441756742300926464768999700254421821125,481129522449239236.45121971498938111491265364727921039395283807986240516172983578,1.511504321045569887016871754480705648488009669993443404931977934343189690187238e-73,9.7657794021007979823868866864546918350179732121045469901848038840666436110160725e-74,5.1675711325147059436967727276798914743280486920346011271565451307713233502654008e-80,-550.06554956407794112254049608318915871351417434657847138616674234565970120999523,1.1268440283696955733665703043662839428320115628800304218806361471283841720144601e-73,7.8727986720201764341940323850513099396168758700201221979507225047926519650465216e-74,1.8912251620588140199337176083244657015030524295949651630799315712342726663046133e-73
-100,207069617553969158.52529938099045976602361514614983307036307654466037209022972078,0.000060752132889106447412611596146717305386941880404197439461389774846999139955286692,207069617553969158.52523862885757065957620253455368635305768960277996789279025939,3408433707701135055305.5056834185518449945543457249057485157720945752706964909481,414139235107938317.05059876198091953204723029229966614072615308932074418045944155,6.0684748487907371147035100773641237826582983599033903535947488674069289981114395e-73,2.482552422484364231104260142960455989591941033003016034302490995179933993680991e-73,1.7522546830728605594903853597754230529634810230003783498500612401920843473902675e-79,-995.79914850162133832751651611878912783902889054730490432907507355485900691854508,-3.3059659401943912606321076017192147860097247992602900900462002190578241903337687e-73,2.0040985770682137574500085201623034696967481423466333971007036059656295587277504e-73,3.3150536718577922790952219839578501474936870468690243042699349678647944236704615e-73
-90,178328515462891223.19767974499371349420080655275532165657672120734125260357840361,0.00010450157999814547180992845067676374836175620602255627588451118355637976181898182,178328515462891223.1975752434137153487289966243046448928283594511352300473025191,1706467169836627490891.2705907530490555103152362904666224864825226703477997378378,356657030925782446.39535948998742698840161310551064331315344241468250520715680721,2.1764718287303007043870072962419899482249411707215361413696657351733978985586186e-73,5.3060619602500267778373745845045654964936706239096512829585634120715828038629952e-74,4.6711280107689039033540364474926673872108853805362084071230741905191875897698126e-80,-1760.9089601602030059239391594255134151398405981629994039705842171925639634038304,-2.9738497527968218048970807067989249615905598586973349984590546708686417874872437e-74,4.4060227561067945401735725355846248590152125026417672615733013233727778317647387e-74,1.1267133550221413318589994660987020769788391974479791524653382706579189724909842e-73
-80,153670178756763657.07739831470951529907417712681431925849612483818210149525279445,0.0001797563262847514402456163484010959013556291874021035294266805045978147082416466,153670178756763657.07721855838323054763393151046591816259476920899469939172336777,854880503695515018549.06883220932802902953834775644582366488975512955731379880021,307340357513527314.1547966294190305981483542536286385169922496763642029905055889,3.0717750655095222827035242915264282274549685664307595599207127497791376563110808e-73,2.2992935161083449370628623199519783818139239370275155559487108118976858816739646e-73,5.279252421329923295947787665153841672448265893670171068828708920637131649857563e-80,-2622.7862670117936892315034351454824581198692310865543066110092482141491619577503,1.449077216880528885182958709091237665427228660532774748292131930356384546336933e-73,1.0086387496867629533005444186105237008602468777751982338593128509014978220436624e-73,1.8218534293230240212294517443670417076420297622910053179060423854080286034702062e-73
-70,132518247417844580.30548332417331854252737481772807535451342114825884298219907696,0.00030920428992521883015320746519153686923790865856100164568596364299686504914081303,132518247417844580.305174119883393323697221610262883817644183239600281980553391,428578295113221639276.07190248652123226849282330634546296452441427166382371761196,265036494835689160.61096664834663708505474963545615070902684229651768596439815393,1.9413420193078289481585684921461598506830606592368313068951473335455538828990022e-73,8.987633627260053851500122051266804582411761841767699174014840002331109212701753e-74,5.8073743112220390628699577184564075184047750916317568448623383137593180230306698e-80,-3300.7212438687247710091210640107790937848795268336501427367910495906815092718125,-5.5037303722648568323097463027860201081870053858922301545667162717004464222955723e-74,5.4920656419636117181187212827150189184663961744466484971518128783106937340427235e-74,1.2630392417802987780201448046014678998592834825172891116670665637182118735461569e-73
-60,114377861759100706.28266966183471062928759195887047029229736640206447852307460901,0.0005318716447103372934581736832360322032141436770326846669983415490724123043830501,114377861759100706.28213779019000029199413378518723426009415225838744583840761066,215047865207012592210.24044664662138919341908766560884834691243507557668755413838,228755723518201412.56533932366942125857518391774094058459473280412895704614921801,5.9038954573774680917681326179198975217946718941570616775830542459124910173647687e-74,7.0747492803333690371164994460060873286582274985462017106114178827621104051506602e-74,3.0643466757187103667869274192718123824372434261406896563913766417637820527173079e-80,-3778.6956634060551512576932983593640203041256021338214536827760173364921559477026,1.390173448820612446497943420794513131036979164169022316767286465325496360183115e-74,1.8013304424087523353303892493802183760619128596466166217815749312478491051377141e-74,4.5178374226288414432044848079280033386871272997756759783373294223118461560600596e-74
-50,98824143018638035.169904270115456006697877869945420981265899074612501092306461642,0.00091488849173242655189285582548992076555744121209182536833322681969238269940963462,98824143018638035.168989381623723580145985014119931060500341633400409266938128415,108017691676835193363.05022726043080997342098399875688312739836373009234592776066,197648286037276070.33980854023091201339575573989084196253179814922500218461292328,1.7311055229731033128808304246547417515641236949842359940356426539044237785699413e-73,1.2286563990970914937328197778492298855222971067697478536072286093389226399052386e-73,5.0783133196374018545412116960161100044759448501966816152394267853734688775783676e-80,-4128.3460866079134978827747074312233417429388088052123655400570806784518909334293,-8.6540660983669920714492020827773222987156040520055416282999634054966072941724383e-74,5.4620496994216550181164659433885036533735455462558177045156570540322089855840755e-74,8.3399335885891816470342340802122698604137810156757637343933359748945284579092846e-74
-40,85492302324632341.587149637755966211919946791846334206923365023796258354278992524,0.0015737273468682168197486569117029464210850251509857277698245589311596404510677162,85492302324632341.585575910409097995100198134934631260502279998645272626509167965,54324723081647907819.652791710056327821108255110828716233950672503750806443634901,170984604649264683.17429927551193242383989358369266841384673004759251670855798505,8.0179822906178024633186664723216856471187142427440703497230325070314098062925073e-74,7.0747492803333690371164994460060873286582274985462017106114178827621104051506602e-74,1.8432669107575215770625095027027068666365269382870859466524244866012610110029932e-80,-4415.0753516116087166252598000845720971505641694969218500483492030761620212173243,-2.2764164940710594284473427154866717045687447873219497964587626385092662400084499e-74,2.1228756702322718039459056119354348898011967282786201640720002663016129159696365e-74,5.1161287540013891451984709562359976195775660628116327939854614868295730715525717e-74
-30,74069147853921205.862331015977620714469795692128813242032838667583856983823860463,0.0027070159748005688306368370080149299132496780069309781092016125686176903666473211,74069147853921205.859624000002820145639158855120798312119588989576926005714658851,27361917529643697455.936249711734541775750324879695783405146180640952870447227742,148138295707842411.72466203195524142893959138425762648406567733516771396764772093,5.9157505806525485443548415633835127089696020541299903590634186935447461299457358e-74,3.5373746401666845185582497230030436643291137492731008553057089413810552025753301e-74,1.2047227535057716629847626358913246787123825918818175277781366803030137869985081e-80,-4679.3502935166910822907390377034675001075937071337819530433670018591019803590809,-3.0661391168773446968523783225946962132244373657403775340171363433185947595773165e-74,1.9908347412269092503884159609492731233217658013626708597237878827852754147814759e-74,3.8027295478009449890299346826654118435373481120548432461178440338107575333450114e-74
-20,65662560924537397.294868782585962540546133239417091100564329234675678712352240407,0.0046564199970270411556903957912358680678834584980144889610970990721494622385802344,65662560924537397.290212362588935499390442843625855232496445776177664223391143308,14101511669149391835.315877082112747497301138165822258619111108790622652912303167,131325121849074794.58973756517192508109226647883418220112865846935135742470448081,2.4992094009584088114839043960701101064546739955760383649183328130147325897969076e-74,1.0585218544597258343522495712258441701276624192777676955688120360461005606192349e-74,7.9599185779610983109324822957233905444584777660904417296158506114619872347218813e-81,-4941.7558810699692397482666926149108849407802120318505701158490513795041259010091,1.6016232364825121340676622672167259475156846649926842023566963003634311112899806e-74,1.8812662632068391087426254790714718960474976402365441830380697405824849987038779e-74,4.2220626744243115855643572435872988125483206344973721155499745534535757426216394e-74
-10,66507554900813779.773576759985307831350547117800233939627838611390952279266140456,0.0056965752793684849200776105257733440085807719936686302877851267734899093853283999,66507554900813779.767880184705939346430469507274460595619257839397283648978355329,11675006760937024359.187322525006339175201302387473508042562411228263460033770946,133015109801627559.54715351997061566270109423560046787925567722278190455853228091,5.0877651945494494949569498790536197764019708390630157155444806769988197154370989e-74,1.7512773018680147793950421653988114465740841818120241321742030481650825053169001e-74,9.7549200420882085458368427120378327372476439694600116640588469916197918967993125e-81,-5212.0522329935415680361110579488436605266281147899562441633264535156075935459333,2.9325205526294335203479986427379317990779182205521529021636747659210411595421311e-74,2.2134063364666249454012816142358181798124513520242631619012470220518934620625528e-74,4.4947466233880933412935651097188498104179226993479483719877734705781946786359269e-74
0,67363503380413995.209857337101989011419545772906927583963281558433738777507688664,0.0054035987462383121708260717960021122195947057850651365109088814638663652008560948,67363503380413995.204453738355750699248719701110925471743686852648673640996779783,12466414799453559728.948329059677150497650829141737970747647382264481016882040942,134727006760827990.41971467420397802283909154581385516792656311686747755501537733,5.7106664570562015085367251692767642164004552409834910658469239196489813298411549e-75,4.5987740040271994105222777755608289412543353020570006949611077498413637579102607e-75,1.7061393006194605090798914490105272328197630776209234181634681130833597075758232e-81,-5495.1107292323165940067611644000384695867106431586985664409265067667371928372774,6.5653220903803571846670731876348946849421141349233584527442131672802420953445335e-76,4.1732179734376927628748455789256710056813348427436146166797339511005093989569992e-75,1.2850556567402956096713109212074531802916650791891771529656730835666654176761147e-74
10,68230542335161157.445911476970053115912027722238068316205533889251740478525504748,0.0051256900819162368363646241026304520756385345312404977084190384317221853756767555,68230542335161157.44078578688813687907566309813543786412989535472049998081708571,13311484160129556867.704145234086204714400169803645906976041867137107981585504316,136461084670322314.8918229539401062318240554444761366324110677785034809570510095,1.339668094349450243691889292341116618887721719447476506286731121334465998405327e-74,1.3059141376858044705847861496866305283789310036432159306554298900694898675552215e-74,6.4469247870777876529281868057897981505630913904070876949025820233914127961160361e-81,-5793.9460732302321572446523660618715643468844352725134796526061575113633621505215,6.5487848804949346537752451060999637031562933916848121951922488365684513700111688e-75,8.1650159163086901277407900500070007468124805586971170456998799223168633905096533e-75,2.0944989027920583751425047116540373541617149936718466750035959882313358846241362e-74
