-20,-44.838381843659750899197082131132588691007882558694320734263410089631973195336859,-44.838381843659750899197082131132588691007882558694320734263410089631973195336859,-44.838381843659750899197082131132588691007882558694320734263410089631973195336858,-45324.233402223903948438332980979257321467096212762009835579643113221154380505425,-45324.233402223903948438332980979257321467096212762009835579643113221154380504683,-45324.233402223903948438332980979257321467096212762009835579643113221154380503942,-26712081.260566973758835152193468920030267187442593158995864142153599507234285413,-26712081.260566973758835152193468920030267187442593158995864142153599507234285413,-26712081.260566973758835152193468920030267187442593158995864142153599507234285413,-9982921.6102594627767572664039309323653599352905435205194113950884716329783163122,-9982921.6102594627767572664039309323653599352905435205194113950884716329783163121,-9982921.6102594627767572664039309323653599352905435205194113950884716329783163122,-34796765.237871482950784177662245771601808916540119052504564983467329684086493377,-34796765.237871482950784177662245771601808916540119052504564983467329684086493377,-34796765.237871482950784177662245771601808916540119052504564983467329684086493377,-32662035.599992068130292066733066886218259845855152255325264391891235392416082107,-32662035.599992068130292066733066886218259845855152255325264391891235392416082108,-32662035.599992068130292066733066886218259845855152255325264391891235392416082108
-10,-33.488286407419428708797339799006129087162191972586606922414160393164643306372747,-33.488286407419428708797339799006129087162191972586606922414160393164643306372747,-33.488286407419428708797339799006129087162191972586606922414160393164643306372747,-30092.944699024511715600710154092262434698339403197988967744168796633284568814604,-30092.944699024511715600710154092262434698339403197988967744168796633284568814635,-30092.944699024511715600710154092262434698339403197988967744168796633284568814666,-19866833.102529435056638775445807590416709952202547063212705057754568796816177454,-19866833.102529435056638775445807590416709952202547063212705057754568796816177454,-19866833.102529435056638775445807590416709952202547063212705057754568796816177454,-7389438.5887972986541591839303821056556442543905478640418275579331961914871000106,-7389438.5887972986541591839303821056556442543905478640418275579331961914871000105,-7389438.5887972986541591839303821056556442543905478640418275579331961914871000105,-24232775.716104748506624429492941519241859332084226170098342133030730834638475324,-24232775.716104748506624429492941519241859332084226170098342133030730834638475323,-24232775.716104748506624429492941519241859332084226170098342133030730834638475323,-27256580.661442856526588944998202110529549169769876426870318406892441218328993205,-27256580.661442856526588944998202110529549169769876426870318406892441218328993206,-27256580.661442856526588944998202110529549169769876426870318406892441218328993205
0,-24.340663963363490448101400557459626373393173496216130705648717541808143374302788,-24.340663963363490448101400557459626373393173496216130705648717541808143374302788,-24.340663963363490448101400557459626373393173496216130705648717541808143374302788,-18808.79644172086278168991485895816500069779167733293906025501208061774732519348,-18808.796441720862781689914858958165000697791677332939060255012080617747325193242,-18808.796441720862781689914858958165000697791677332939060255012080617747325193004,-14440223.736769699407475765741422602231884603406460411444311699337838989651062158,-14440223.736769699407475765741422602231884603406460411444311699337838989651062158,-14440223.736769699407475765741422602231884603406460411444311699337838989651062158,-5348610.7237136621839334735191073359979374305395127903835099864882415756817205085,-5348610.7237136621839334735191073359979374305395127903835099864882415756817205085,-5348610.7237136621839334735191073359979374305395127903835099864882415756817205085,-15801149.149180377874945532751096832139692506484469377738579679425958034252987442,-15801149.149180377874945532751096832139692506484469377738579679425958034252987442,-15801149.149180377874945532751096832139692506484469377738579679425958034252987442,-22565828.658486798327826327837282112288182059100920500949690320582839652094137328,-22565828.658486798327826327837282112288182059100920500949690320582839652094137328,-22565828.658486798327826327837282112288182059100920500949690320582839652094137328
10,-17.22064985406132929739821374414834055134025219993960849695703641153589420652112,-17.22064985406132929739821374414834055134025219993960849695703641153589420652112,-17.22064985406132929739821374414834055134025219993960849695703641153589420652112,-10863.401862256100811516124519420370690489476393942339772979792948497222923630426,-10863.401862256100811516124519420370690489476393942339772979792948497222923631564,-10863.401862256100811516124519420370690489476393942339772979792948497222923632702,-10239054.774986385651875001165644561879967458906754129599432845817924992334537296,-10239054.774986385651875001165644561879967458906754129599432845817924992334537296,-10239054.774986385651875001165644561879967458906754129599432845817924992334537296,-3712817.0791165254479811123965857171188508634762725407467620813713916610134061603,-3712817.0791165254479811123965857171188508634762725407467620813713916610134061603,-3712817.0791165254479811123965857171188508634762725407467620813713916610134061603,-9511837.1000534932839995215426359877676216625400807332791731073062984210078453903,-9511837.1000534932839995215426359877676216625400807332791731073062984210078453902,-9511837.1000534932839995215426359877676216625400807332791731073062984210078453903,-18540919.777581444272960204078045534992087938276186533238748912674748821083858961,-18540919.77758144427296020407804553499208793827618653323874891267474882108385896,-18540919.77758144427296020407804553499208793827618653323874891267474882108385896
20,-11.86744605174731353425572043358743635106511702235829916597825652987038699231523,-11.86744605174731353425572043358743635106511702235829916597825652987038699231523,-11.86744605174731353425572043358743635106511702235829916597825652987038699231523,-5454.3752971987392732130198442804537688776409340756027883392619998732855621762362,-5454.3752971987392732130198442804537688776409340756027883392619998732855621760968,-5454.3752971987392732130198442804537688776409340756027883392619998732855621759579,-7026392.2870408930989485477936688693542517428293784718047228494818965446582612618,-7026392.2870408930989485477936688693542517428293784718047228494818965446582612619,-7026392.2870408930989485477936688693542517428293784718047228494818965446582612619,-2410412.6179257920599039100626683690020628566507130291382628378261547345556551184,-2410412.6179257920599039100626683690020628566507130291382628378261547345556551183,-2410412.6179257920599039100626683690020628566507130291382628378261547345556551183,-5214946.4531308901461534309304696696292253533559024489535747823938476123838804726,-5214946.4531308901461534309304696696292253533559024489535747823938476123838804726,-5214946.4531308901461534309304696696292253533559024489535747823938476123838804725,-15056388.162298366350030485039452093706383001288537236827277194725130171926322864,-15056388.162298366350030485039452093706383001288537236827277194725130171926322866,-15056388.162298366350030485039452093706383001288537236827277194725130171926322864
30,-7.967175748343195316362167531989380938042074847291878903127400620157889201005314,-7.9671757483431953163621675319893809380420748472918789031274006201578892010053139,-7.9671757483431953163621675319893809380420748472918789031274006201578892010053138,-1841.7670897205530385663222078758135665691649257471301647428608881617196825955089,-1841.7670897205530385663222078758135665691649257471301647428608881617196825948841,-1841.7670897205530385663222078758135665691649257471301647428608881617196825942595,-4590910.1823778320533118904061605595988560118423805400920589445663071850913680593,-4590910.1823778320533118904061605595988560118423805400920589445663071850913680594,-4590910.1823778320533118904061605595988560118423805400920589445663071850913680593,-1432650.518018468519578542811336564784636396602269207723385490839605070463633361,-1432650.518018468519578542811336564784636396602269207723385490839605070463633361,-1432650.518018468519578542811336564784636396602269207723385490839605070463633361,-2566156.2839568596552210111935169073485949232827929046279519620950313717204318364,-2566156.2839568596552210111935169073485949232827929046279519620950313717204318363,-2566156.2839568596552210111935169073485949232827929046279519620950313717204318363,-11979924.043344320289716922611216475703296962283065609374667484241180876521026594,-11979924.043344320289716922611216475703296962283065609374667484241180876521026594,-11979924.043344320289716922611216475703296962283065609374667484241180876521026595
40,-5.1864768713507323758634393783124030994526997728085733106691989342889209423575936,-5.1864768713507323758634393783124030994526997728085733106691989342889209423575936,-5.1864768713507323758634393783124030994526997728085733106691989342889209423575936,565.88379023828940017822541710355089255685153390131043543785963606246113417426899,565.88379023828940017822541710355089255685153390131043543785963606246113417433905,565.88379023828940017822541710355089255685153390131043543785963606246113417440903,-2765664.5203699487387129159377097924003961446318447703480417043598580620721026448,-2765664.5203699487387129159377097924003961446318447703480417043598580620721026447,-2765664.5203699487387129159377097924003961446318447703480417043598580620721026447,-771417.32378002893437329929910023637839154240375223293533309618603428266126151615,-771417.32378002893437329929910023637839154240375223293533309618603428266126151616,-771417.32378002893437329929910023637839154240375223293533309618603428266126151616,-1090425.5213936454118304026210107688329886417927830752651189682168124502442053643,-1090425.5213936454118304026210107688329886417927830752651189682168124502442053644,-1090425.5213936454118304026210107688329886417927830752651189682168124502442053643,-9246810.6761450050212478240634441054978150233348176452582800510465902203015360351,-9246810.676145005021247824063444105497815023334817645258280051046590220301536035,-9246810.6761450050212478240634441054978150233348176452582800510465902203015360352
50,-3.1802689974682324495622476510760602854288685810254805307179291933559592003993808,-3.1802689974682324495622476510760602854288685810254805307179291933559592003993802,-3.1802689974682324495622476510760602854288685810254805307179291933559592003993799,2292.9914877874965019267395529241359612511661706112078676166440243435911738769858,2292.991487787496501926739552924135961251166170611207867616644024343591173879807,2292.9914877874965019267395529241359612511661706112078676166440243435911738826285,-1359757.8230336343163808278148068543302774821492873972224972939314094386619341288,-1359757.8230336343163808278148068543302774821492873972224972939314094386619341288,-1359757.8230336343163808278148068543302774821492873972224972939314094386619341288,-371192.50818818270176883366261682570754600128939622370774587938545332490684491219,-371192.50818818270176883366261682570754600128939622370774587938545332490684491219,-371192.5081881827017688336626168257075460012893962237077458793854533249068449122,-312573.58852598939041864041984448508164719737765713030850996247570587987001139698,-312573.58852598939041864041984448508164719737765713030850996247570587987001139693,-312573.58852598939041864041984448508164719737765713030850996247570587987001139697,-6862940.3124535702563054721079922976732564021890099252924273376491569602394361938,-6862940.3124535702563054721079922976732564021890099252924273376491569602394361948,-6862940.3124535702563054721079922976732564021890099252924273376491569602394361967
60,-1.5473088313388978163958211157935411129372179375415986714646431729146391052668699,-1.5473088313388978163958211157935411129372179375415986714646431729146391052668699,-1.5473088313388978163958211157935411129372179375415986714646431729146391052668693,3964.5460303825604230003771008367748144540989644434189975471261545154068651020638,3964.5460303825604230003771008367748144540989644434189975471261545154068651038951,3964.5460303825604230003771008367748144540989644434189975471261545154068651057264,-8953.5758987076082064870628648184213202362996175839379733284102568710521117906493,-8953.5758987076082064870628648184213202362996175839379733284102568710521117906249,-8953.5758987076082064870628648184213202362996175839379733284102568710521117906139,-136883.90559287954360892187958419047894382577518990281500454328818456196526593596,-136883.90559287954360892187958419047894382577518990281500454328818456196526593598,-136883.90559287954360892187958419047894382577518990281500454328818456196526593598,154543.01701440577780930205589708910491663080659493076064440476260706938270948306,154543.01701440577780930205589708910491663080659493076064440476260706938270948312,154543.01701440577780930205589708910491663080659493076064440476260706938270948313,-4846326.3179129185356999175421175295984884948953391501826165111674600831340981926,-4846326.3179129185356999175421175295984884948953391501826165111674600831340981947,-4846326.3179129185356999175421175295984884948953391501826165111674600831340981945
70,0.31324217961592265720114042815335731390190608010350774517385447265479754354869316,0.31324217961592265720114042815335731390190608010350774517385447265479754354869324,0.31324217961592265720114042815335731390190608010350774517385447265479754354869352,6540.6868943792060405100987699264921906479670282879354552639290082741451481206221,6540.6868943792060405100987699264921906479670282879354552639290082741451481216854,6540.6868943792060405100987699264921906479670282879354552639290082741451481227485,2087863.8888583787686575792443301772528822075256111450021824169051409310961373121,2087863.8888583787686575792443301772528822075256111450021824169051409310961373121,2087863.8888583787686575792443301772528822075256111450021824169051409310961373122,39888.1869713235432329023359429757999113239129678707063617920481737782286163122,39888.186971323543232902335942975799911323912967870706361792048173778228616312155,39888.186971323543232902335942975799911323912967870706361792048173778228616312151,636638.06226420582421654979819261476965644203005223403388147620977321980452712013,636638.06226420582421654979819261476965644203005223403388147620977321980452712014,636638.06226420582421654979819261476965644203005223403388147620977321980452712015,-3175466.1574062695005276400648581736466903671448677456074662136249006187785215554,-3175466.1574062695005276400648581736466903671448677456074662136249006187785215562,-3175466.1574062695005276400648581736466903671448677456074662136249006187785215565
80,3.4952462209363517194287781959259979965954415029496094287032173417641329330827172,3.4952462209363517194287781959259979965954415029496094287032173417641329330827172,3.4952462209363517194287781959259979965954415029496094287032173417641329330827171,11609.261433923477702932335698167307506506390687046411385839024835590684893402497,11609.261433923477702932335698167307506506390687046411385839024835590684893402451,11609.261433923477702932335698167307506506390687046411385839024835590684893402404,6630180.8834621925145039448290388154409117974546693257996416971743685592516884329,6630180.8834621925145039448290388154409117974546693257996416971743685592516884329,6630180.8834621925145039448290388154409117974546693257996416971743685592516884328,285066.2163975271621803134566633848325733845836487112738760095625931025044231448,285066.21639752716218031345666338483257338458364871127387600956259310250442314476,285066.21639752716218031345666338483257338458364871127387600956259310250442314477,1536382.1212771157287870687345658490379367786635456724192633019017154097372716111,1536382.1212771157287870687345658490379367786635456724192633019017154097372716111,1536382.1212771157287870687345658490379367786635456724192633019017154097372716111,-1780044.9129383286696705805784226997115960773808012798340026817836887348113867563,-1780044.9129383286696705805784226997115960773808012798340026817836887348113867561,-1780044.9129383286696705805784226997115960773808012798340026817836887348113867562
90,9.9582247959517716210192728466974105278706966590196886563477804579966430618155106,9.9582247959517716210192728466974105278706966590196886563477804579966430618155106,9.9582247959517716210192728466974105278706966590196886563477804579966430618155105,21470.121415534328673541751320934086635586468371210015691301910160125800106645684,21470.121415534328673541751320934086635586468371210015691301910160125800106645152,21470.12141553432867354175132093408663558646837121001569130191016012580010664462,16766397.789748593602831043792863913774375318228716386027813259416965096187418307,16766397.789748593602831043792863913774375318228716386027813259416965096187418307,16766397.789748593602831043792863913774375318228716386027813259416965096187418307,782101.94599302025448554763023326296096314456081402067859894270195096295333774867,782101.94599302025448554763023326296096314456081402067859894270195096295333774866,782101.94599302025448554763023326296096314456081402067859894270195096295333774869,3535976.3442949367502064860918287562448389193271215541892908400268153542314399537,3535976.3442949367502064860918287562448389193271215541892908400268153542314399536,3535976.3442949367502064860918287562448389193271215541892908400268153542314399537,-567582.50629004948403150306007060713709977526556087876139002741200174440174253164,-567582.50629004948403150306007060713709977526556087876139002741200174440174253118,-567582.5062900494840315030600706071370997752655608787613900274120017444017425313
100,22.520078854730147469231380782575685458925368702506309946741016830378742173817794,22.520078854730147469231380782575685458925368702506309946741016830378742173817794,22.520078854730147469231380782575685458925368702506309946741016830378742173817794,38309.618416686530361276197873291692239390174977010603170722615601195566065673758,38309.618416686530361276197873291692239390174977010603170722615601195566065673638,38309.618416686530361276197873291692239390174977010603170722615601195566065673519,36964634.274004421764708153713064417933138275080776662142008081945711013382054176,36964634.274004421764708153713064417933138275080776662142008081945711013382054176,36964634.274004421764708153713064417933138275080776662142008081945711013382054176,1802671.9778617940115053762576460079847325459012747917372696754792344553949057654,1802671.9778617940115053762576460079847325459012747917372696754792344553949057653,1802671.9778617940115053762576460079847325459012747917372696754792344553949057653,7711716.9564553964952831955716853784763390725510195493871458930739011825905142626,7711716.9564553964952831955716853784763390725510195493871458930739011825905142627,7711716.9564553964952831955716853784763390725510195493871458930739011825905142626,530542.75614879573995117547080166905815304811041766668969888675222316597274390936,530542.7561487957399511754708016690581530481104176666896988867522231659727439095,530542.7561487957399511754708016690581530481104176666896988867522231659727439095
"{'distance': [0.048, 0.147, 0.265, 0.456, 0.563], 'solute_5': [6.73, -6.47, 5.28, -0.42, 7.84], 'solute_4': [7.35, -4.98, 6.46, -6.45, 6.19], 'solute_3': [6.5, -0.25, 5.81, -2.55, 6.72], 'solute_2': [7.09, -4.73, 4.77, -1.81, 7.44], 'solute_1': [7.74, -7.8, 0.71, -5.2, 6.46]}","{'solute_5e': '103.0 uM', 'solute_5i': '10.0 uM', 'solute_4i': '91.0 uM', 'solute_3i': '14.0 uM', 'solute_1e': '91.0 mM', 'solute_2i': '118.0 uM', 'solute_3e': '47.0 mM', 'solute_1i': '19.0 uM', 'solute_2e': '83.0 mM', 'solute_4e': '76.0 mM'}"
voltage,current,solute_5,solute_4,solute_3,solute_2,solute_1
-150,-443.84340002423946960750755369983816475090378533964637815292661417711605405610606,-480165.42909311657839800156217135533241048180668383336070969882354125306004968852,-256668645.29427113174403901587373574146325222043167082591769611008082825906731275,-197811395.96440267469401242737407552514509745412821119927628855494826952561140201,-362477817.28472160175421203811890587951177466689621389884074634416460012957884368,-159362073.04869601337515107013953913538029081754476278539620532996398164188536626
-140,-390.4815718908011671620738607241319903651407608215562171614399319773692195541676,-433887.43524664045512079471567777954206175132996371477386985912351325516016246395,-227824463.68605878101580152808861159337000971959947648102780263682574910539044654,-166120432.586651831769405390419743397962525222487489064603290607202022361110666,-321532268.27270656029051092154595736182597252518167173851068353357018975872179831,-145081863.53314809917659238083999772998694426652886041520577418538006097704940087
-130,-342.2149525307870608995194458619307442924107895311733577531891661138552789184079,-390307.62189006932599464204645966143566500533991351907264289130094683018159718076,-201386105.8603239103812415932135218484166313548224948521169947043387175454735859,-138564535.85680727670697196400329200781680362959764404557433679315542573807936481,-284007133.37431718151233751519344451292938079360372615848744233513570307452228967,-131759648.12666478625874845735076116489689665395215380829931838845563229112838633
-120,-298.57998705072390544117257042289982033628368448034806972991272297204578964154273,-349208.24001543299126944140395491592856416449318513922406519478805799036008287053,-177159414.71418564613240353059391231245584988826398108858168910349745991209234146,-114678466.0405851313938998164127314432319764744836706582666330355135009048151692,-249633205.87919583983706250248347274450434808151378112431719012078968138214921871,-119341749.35811050300661671513459836368968478747113851115019297331659892560193359
-110,-259.16131461585781177477849859962705870955254233114504357109936294608779971246144,-310355.2501425218074744441646741929816550633008926787629779378917279795962770327,-154959798.2301911786656060144038558454973524327809304743102220746015754109043991,-94077344.716384103714818976113972121941051616501070810810815600911136313090812973,-218154340.25202302441650370129008361856269834783019927890050851558187749275753674,-107770443.09758365253563896558150342615375597371611213608846620116712276499300307
-100,-223.58530940079925550015421872301117726360313572265947286302716716026920603368816,-273507.2006104690699170303636646040887268685224925035055764898000298428903501908,-134615534.04993047362823738405838656283346694929445503518388294688593751803436176,-76436557.854720606628582582885852611071861970683914401856661714332906436438350757,-189330515.47278636149777652644536426899451108424801721234959127206147220888993694,-96984383.858074991899765381712551421487879909035935108634854735643440256272995217
-90,-191.51393813949242744829639467946378591641161597963802488678915315385443777687339,-238433.57232592450103292233565102945280887262953786773463825324801796515585038684,-115972513.58050091353471005211599308179277043035709491810496916819209723068950776,-61469453.77413441354209223567252089692036344897932223875709460318440284199278418,-162941868.26502418629876601996823752978315139357564178886037652415238717530159327,-86919702.322443320159020340796723416632214148340213256668475287735952213808093678
-80,-162.64198155717877679415701242437177314734693226334753504712421504381845682554322,-204947.31579595529323646326708567680584597092486344930108451875937918088842768133,-98900561.683439581937165315692418276563199275751801845520008511654708633673469555,-48908706.934253445226244404635009205533047757373043849959723755746329250581564658,-138793732.42486315690037640491009074722523742362615753470756279140700596000703068,-77512216.404947725626190634635046580827705615671766361042050999631207497442024638
-70,-136.6993664958482166986276890674947169832975984234024405236176972700490477010951,-172955.2954465013936459667801944340952815005630427117452800996666004364754416173,-83301032.204011931809700787020123153863902798681262607011460597388003949028078252,-38494951.209592453756006070769588754956162453717442565648668294710772933432173769,-116722615.26908440066502354155261241341396388971046892827097668627801038486477021,-68701351.723741971238330676884408229860096726300824467747794243100575491557213424
-60,-113.4583806362315563682852536787454566055590872186448782476763194924933616375104,-142524.3173271202231311432075111346672313617334885387865017972952662634743161509,-69114480.97568628559436898845676293776922873445935699347655275656525564199220579,-29973194.863626147501725546759481222003910074917971510052691159622810105988309469,-96602901.001500475743222350910175285313484522989834630724643220371253890276045869,-60436406.414685591806590675459559400026900768454616696403790224020706198552197257
-50,-92.743200126886699840430787302175742127967920509828506942240573380891496969047371,-113945.43681560109893788876909486977497668156141872428276690250239564097910819424,-56325701.455429042787981126770804638572894435670269287373745453322482922147014164,-23094716.969498490839480465850950484137748638606628622752377794839689110728916239,-78353807.308984347234112523414464564153198014174956481772028530878408872228032802,-52685390.515645854610424354500958293727315269777286871038032688779272946205944631
-40,-74.43668959243932863989710808621715622851311196001899294173568342543866460221975,-87755.747430691213892073038839042634056262462566001603513386397543374753265838114,-44961441.414862088394925555254383481942023088622825573164913733714720621053405977,-17620560.13847138508894500797312266068552392466537759911679701241985045211962332,-61945510.271674686747831286557684117160496018641486956747871177235706762555726256,-45445226.179349606221497277883900966846517863869951368120364961651337540220153909
-30,-58.477266813607199169415830049573712103173414457552735215168322500881393844351167,-64660.456133672278013570064696293188272282793460674456718401540751522082041218068,-35074785.275148865928981721641678215926186462264264662442600508818498461513672761,-13322892.134249636459730565259144982639931190290049676485255220973050734527576702,-47402077.150391551418760045678100360122109207775571002525268737687003968548146658,-38749024.85027113336849879686986159382389676358982676621719856145221200087856282
-20,-44.838381843659750899197082131132588691007882558694320734263410089631973195336859,-45324.233402223903948438332980979257321467096212762009835579643113221154380504683,-26712081.260566973758835152193468920030267187442593158995864142153599507234285413,-9982921.6102594627767572664039309323653599352905435205194113950884716329783163121,-34796765.237871482950784177662245771601808916540119052504564983467329684086493377,-32662035.599992068130292066733066886218259845855152255325264391891235392416082108
-10,-33.488286407419428708797339799006129087162191972586606922414160393164643306372747,-30092.944699024511715600710154092262434698339403197988967744168796633284568814635,-19866833.102529435056638775445807590416709952202547063212705057754568796816177454,-7389438.5887972986541591839303821056556442543905478640418275579331961914871000105,-24232775.716104748506624429492941519241859332084226170098342133030730834638475323,-27256580.661442856526588944998202110529549169769876426870318406892441218328993206
0,-24.340663963363490448101400557459626373393173496216130705648717541808143374302788,-18808.796441720862781689914858958165000697791677332939060255012080617747325193242,-14440223.736769699407475765741422602231884603406460411444311699337838989651062158,-5348610.7237136621839334735191073359979374305395127903835099864882415756817205085,-15801149.149180377874945532751096832139692506484469377738579679425958034252987442,-22565828.658486798327826327837282112288182059100920500949690320582839652094137328
10,-17.22064985406132929739821374414834055134025219993960849695703641153589420652112,-10863.401862256100811516124519420370690489476393942339772979792948497222923631564,-10239054.774986385651875001165644561879967458906754129599432845817924992334537296,-3712817.0791165254479811123965857171188508634762725407467620813713916610134061603,-9511837.1000534932839995215426359877676216625400807332791731073062984210078453902,-18540919.77758144427296020407804553499208793827618653323874891267474882108385896
20,-11.86744605174731353425572043358743635106511702235829916597825652987038699231523,-5454.3752971987392732130198442804537688776409340756027883392619998732855621760968,-7026392.2870408930989485477936688693542517428293784718047228494818965446582612619,-2410412.6179257920599039100626683690020628566507130291382628378261547345556551183,-5214946.4531308901461534309304696696292253533559024489535747823938476123838804726,-15056388.162298366350030485039452093706383001288537236827277194725130171926322866
30,-7.9671757483431953163621675319893809380420748472918789031274006201578892010053139,-1841.7670897205530385663222078758135665691649257471301647428608881617196825948841,-4590910.1823778320533118904061605595988560118423805400920589445663071850913680594,-1432650.518018468519578542811336564784636396602269207723385490839605070463633361,-2566156.2839568596552210111935169073485949232827929046279519620950313717204318363,-11979924.043344320289716922611216475703296962283065609374667484241180876521026594
40,-5.1864768713507323758634393783124030994526997728085733106691989342889209423575936,565.88379023828940017822541710355089255685153390131043543785963606246113417433905,-2765664.5203699487387129159377097924003961446318447703480417043598580620721026447,-771417.32378002893437329929910023637839154240375223293533309618603428266126151616,-1090425.5213936454118304026210107688329886417927830752651189682168124502442053644,-9246810.676145005021247824063444105497815023334817645258280051046590220301536035
50,-3.1802689974682324495622476510760602854288685810254805307179291933559592003993802,2292.991487787496501926739552924135961251166170611207867616644024343591173879807,-1359757.8230336343163808278148068543302774821492873972224972939314094386619341288,-371192.50818818270176883366261682570754600128939622370774587938545332490684491219,-312573.58852598939041864041984448508164719737765713030850996247570587987001139693,-6862940.3124535702563054721079922976732564021890099252924273376491569602394361948
60,-1.5473088313388978163958211157935411129372179375415986714646431729146391052668699,3964.5460303825604230003771008367748144540989644434189975471261545154068651038951,-8953.5758987076082064870628648184213202362996175839379733284102568710521117906249,-136883.90559287954360892187958419047894382577518990281500454328818456196526593598,154543.01701440577780930205589708910491663080659493076064440476260706938270948312,-4846326.3179129185356999175421175295984884948953391501826165111674600831340981947
70,0.31324217961592265720114042815335731390190608010350774517385447265479754354869324,6540.6868943792060405100987699264921906479670282879354552639290082741451481216854,2087863.8888583787686575792443301772528822075256111450021824169051409310961373121,39888.186971323543232902335942975799911323912967870706361792048173778228616312155,636638.06226420582421654979819261476965644203005223403388147620977321980452712014,-3175466.1574062695005276400648581736466903671448677456074662136249006187785215562
80,3.4952462209363517194287781959259979965954415029496094287032173417641329330827172,11609.261433923477702932335698167307506506390687046411385839024835590684893402451,6630180.8834621925145039448290388154409117974546693257996416971743685592516884329,285066.21639752716218031345666338483257338458364871127387600956259310250442314476,1536382.1212771157287870687345658490379367786635456724192633019017154097372716111,-1780044.9129383286696705805784226997115960773808012798340026817836887348113867561
90,9.9582247959517716210192728466974105278706966590196886563477804579966430618155106,21470.121415534328673541751320934086635586468371210015691301910160125800106645152,16766397.789748593602831043792863913774375318228716386027813259416965096187418307,782101.94599302025448554763023326296096314456081402067859894270195096295333774866,3535976.3442949367502064860918287562448389193271215541892908400268153542314399536,-567582.50629004948403150306007060713709977526556087876139002741200174440174253118
100,22.520078854730147469231380782575685458925368702506309946741016830378742173817794,38309.618416686530361276197873291692239390174977010603170722615601195566065673638,36964634.274004421764708153713064417933138275080776662142008081945711013382054176,1802671.9778617940115053762576460079847325459012747917372696754792344553949057653,7711716.9564553964952831955716853784763390725510195493871458930739011825905142627,530542.7561487957399511754708016690581530481104176666896988867522231659727439095
"{'distance': [0.048, 0.147, 0.265, 0.456, 0.563], 'solute_5': [6.73, -6.47, 5.28, -0.42, 7.84], 'solute_4': [7.35, -4.98, 6.46, -6.45, 6.19], 'solute_3': [6.5, -0.25, 5.81, -2.55, 6.72], 'solute_2': [7.09, -4.73, 4.77, -1.81, 7.44], 'solute_1': [7.74, -7.8, 0.71, -5.2, 6.46]}","{'solute_5e': '103.0 uM', 'solute_5i': '10.0 uM', 'solute_4i': '91.0 uM', 'solute_3i': '14.0 uM', 'solute_1e': '91.0 mM', 'solute_2i': '118.0 uM', 'solute_3e': '47.0 mM', 'solute_1i': '19.0 uM', 'solute_2e': '83.0 mM', 'solute_4e': '76.0 mM'}"
voltage,largest element,smallest element,element difference,element ratio difference,condition number,transport error solute_5,transport error solute_4,transport error solute_3,transport error solute_2,transport error solute_1,current errors,smallest eigenvalue,second smallest eigenvalue,sum absolute errors,sum squared errors
-150,62800409290076.245861299365234659706458073028701064016260404235604598598197018861,39.521967586921834751107381792920187396576945143668132280121101113718144033332999,62800409290036.723893712443399908599076280108513667439315260567472318477095905143,1589000070706.4354601237055483383402201259745685894935672720677647987806147119628,125600818580152.49172259873046931941291614605740212803252080847120919719639403772,2.3971240335004548057792389138537813081555259891558497514782593248077556896201886e-72,8.4896991364000428445397993352073047943898729982554420527337014593145324861807923e-73,2.8298997121333476148465997784024349314632909994184806842445671531048441620602641e-73,1.1319598848533390459386399113609739725853163997673922736978268612419376648241056e-72,2.8298997121333476148465997784024349314632909994184806842445671531048441620602641e-73,5.3976053469340278908664699142502497319475002277726758656398146688553698769765169e-79,-161973743.33440858967707653559415274376911551014130119041413602643910366548776774,2.3305129953570777962466671281559703502897088245753795486023687013876538415531252e-72,1.3490580255871938720190434056925389988165787768401802432673353111298058789388676e-72,3.2093949097302941717118994768276738753065386034513720732590366770068604254696387e-72
-140,58796445443625.845039868942653132474543133380835786155367603299105113614949507592,66.770185680218019005386953615277104599509487286586316745425045248678074100536508,58796445443559.074854188724634127087589518103731186645880316712788368189904258914,880579331098.75188847817629513528761891168429767394305152824025879000861964605571,117592890887251.69007973788530626494908626676167157231073520659821022722989901518,7.809859947743008163629385716567657340151621449567017982104635522142860939435846e-73,2.8298997121333476148465997784024349314632909994184806842445671531048441620602641e-73,5.6597994242666952296931995568048698629265819988369613684891343062096883241205282e-73,0.0,5.6597994242666952296931995568048698629265819988369613684891343062096883241205282e-73,0.0,-141251581.23651788172949513587573579205453276684476289373299512727494044645585205,7.4970232309396056934535915270269676508707502948117168411728565640546796696994774e-73,5.82382656366943769581476697004204851174104550928166904283964030743793945422064e-73,1.8629865564087100487253365880511869776348464822423601627928549878747137383584464e-72
